rank,title,brand,search_term,rating,no_of_reviews,year,month,day,hour,minute
380,"Franken Berry Cereal, 15.7 oz",Other,cold cereal,4.5,10,2015,12,7,20,32
381,"Nature's Path Organic Crunchy Vanilla Cereal, 10.6 oz (Pack of 6)",Other,cold cereal,4.5,0,2015,12,7,20,32
382,"One Degree Organic Foods Sprouted Khorasan Honey O's Cereal, 8 oz, (Pack of 6)",Other,cold cereal,4.5,0,2015,12,7,20,32
383,"Kellogg's Special K Original Cereal, 12 oz, (Pack of 14)",Kellogg's,cold cereal,4.5,0,2015,12,7,20,32
384,"Nature's Path Organic Whole O's Cereal, 26.4 oz",Other,cold cereal,5,1,2015,12,7,20,32
385,"Mother's Toasted Oat Bran Cereal, 12.5 oz, (Pack of 6)",Other,cold cereal,5,5,2015,12,7,20,32
386,"Kellogg's Apple Jacks Cereal, 12.2 oz, (Pack of 16)",Kellogg's,cold cereal,5,0,2015,12,7,20,32
387,"Kashi 7 Whole Grain Honey Puffs Cereal, 9.3 oz",Kashi,cold cereal,5,0,2015,12,7,20,32
388,"Kellogg's Special K Red Berries Cereal, 11.2 oz, (Pack of 14)",Kellogg's,cold cereal,5,0,2015,12,7,20,32
389,"Nature's Path Organic Mesa Sunrise Cereal, 26.4 oz",Other,cold cereal,5,3,2015,12,7,20,32
390,"Envirokidz Organic Peanut Butter And Chocolate Cereal, 10 oz (Pack of 6)",Other,cold cereal,4.5,3,2015,12,7,20,32
391,"General Mills Breakfast Pack, 9.14 oz",Other,cold cereal,5,1,2015,12,7,20,32
392,"Kellogg's Froot Loops Fruity Golden Bars Sweetened Multi-Grain Cereal, 12.2 oz",Kellogg's,cold cereal,5,63,2015,12,7,20,32
393,"Cascadian Farm Organic Multi Grain Squares Cereal, 12.3 oz",Other,cold cereal,5,0,2015,12,7,20,32
394,"Peace Cereal Vanilla Almond Cereal, 11 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
395,"Cascadian Farm Chocolate O's Cereal, 10.2 oz, (Pack of 10)",Other,cold cereal,5,0,2015,12,7,20,32
396,"Peace Cereal Wild Berry Cereal, 10 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
397,"Kashi Autumn Wheat Cereal, 16.3 oz, (Pack of 12)",Kashi,cold cereal,5,0,2015,12,7,20,32
398,"Peace Cereal Maple Pecan Clusters & Flakes Cereal, 11 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
399,"Boo Berry Cereal, 15.7 oz",Other,cold cereal,3.5,7,2015,12,7,20,32
400,"Wild Oats Marketplace Originals Apple & Honey Oats & Grain Cereal, 10 oz",Other,cold cereal,3.5,0,2015,12,7,20,32
401,"Enjoy Life Perky's Crunchy Flax Cereal, 10 oz, (Pack of 12)",Other,cold cereal,5,3,2015,12,7,20,32
402,"Kellogg's Frosted Mini-Wheats Strawberry Cereal, 15.5 oz",Kellogg's,cold cereal,5,5,2015,12,7,20,32
403,"Cascadian Farm Organic Chocolate O's Cereal, 10.2 oz",Other,cold cereal,5,0,2015,12,7,20,32
404,"Barbara's Puffins Original Cereal, 10 oz",Other,cold cereal,5,0,2015,12,7,20,32
405,"Kellogg's Corn Pops Cereal, 12.5 oz, (Pack of 16)",Kellogg's,cold cereal,5,0,2015,12,7,20,32
406,"Nature's Path Organic Gluten Free Selections Honey'd Corn Flakes Cereal, 10.6 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
407,"Peace Cereal Blueberry Pomegranate Crispy Rice & Flakes Cereal, 12 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
408,"Heartland Granola Low Fat Cereal, 14 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
409,"Peace Cereal Raspberry Ginger Clusters & Flakes Cereal, 11 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
410,"Health Valley Amaranth Flakes Cereal, 12.65 oz (Pack of 6)",Other,cold cereal,3,2,2015,12,7,20,32
411,"SpongeBob SquarePants Cereal, 10.7 oz",Other,cold cereal,3,0,2015,12,7,20,32
412,"Cinnamon Toast Crunch, 20.25 oz",Other,cold cereal,5,60,2015,12,7,20,32
413,"zekiel 4:9 Golden Flax Sprouted Grain Crunchy Cereal, 16 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
414,"ls Chocolate Crisp Cereal, 9 oz, (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
415,"Cascadian Farm Organic Raisin Bran Cereal, 12 oz",Other,cold cereal,5,0,2015,12,7,20,32
416,"Wholesome Goodness Cranberry Vanilla Granola Cereal, 10 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
417,"Nature's Path Organic Qi'a Cranberry Vanilla Chia, Buckwheat & Hemp Cereal, 7.9 oz, (Pack of 10)",Other,cold cereal,5,0,2015,12,7,20,32
418,"Cascadian Farm Organic Hearty Morning Fiber Cereal, 14.6 oz",Other,cold cereal,5,0,2015,12,7,20,32
419,"Ezekiel 4:9 Cinnamon Raisin Sprouted Grain Crunchy Cereal, 16 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
420,"Wild Oats Marketplace Originals Vanilla Bean Oats & Grain Cereal, 10 oz",Other,cold cereal,5,0,2015,12,7,20,32
421,"Newman's Own All Natural Whole Grain Vanilla Almond Cereal, 13 oz (Pack of 10)",Other,cold cereal,5,0,2015,12,7,20,32
422,"Van's Natural Foods Cinnamon Heaven Cereal, 11 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
423,"Nature's Path Hemp Plus Granola Cereal, 11.5 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
424,"Cereal, Walnut Spice, 11 oz. (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
425,"Nature's Path Smartbran Cereal With Psyllium & Oatbran, 10.6 oz (Pack of 6)",Other,cold cereal,5,1,2015,12,7,20,32
426,"Nature's Path Organic Flax Plus Multibran Flakes Cereal, 13.25 oz, (Pack of 6)",Other,cold cereal,5,1,2015,12,7,20,32
427,"Nature's Path Organic Fruit Juice Sweetened Corn Flakes Cereal, 10.6 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
428,"Great Value Crunchy Oat Squares Cereal, 18 oz",Other,cold cereal,4.5,2,2015,12,7,20,32
429,"Great Value Fruit & Yogurt Awake Cereal, 16.6 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
430,"Nature's Path Organic Whole Grain Brown Rice Cereal, 10 oz (Pack of 6)",Other,cold cereal,4.5,0,2015,12,7,20,32
431,"Quaker Oats, Honey & Almonds Natural Granola, 28 oz",Other,cold cereal,4.5,89,2015,12,7,20,32
432,"Nature's Path Organic Qi'a Original Flavor Chia, Buckwheat & Hemp Cereal, 7.9 oz, (Pack of 10)",Other,cold cereal,4.5,0,2015,12,7,20,32
433,"Barbara's Brown Rice Crisps Cereal, 10 oz (Pack of 6)",Other,cold cereal,5,1,2015,12,7,20,32
434,"Barbara's Bakery Shredded Wheat Cereal, 13 oz, (Pack of 6)",Other,cold cereal,4.5,2,2015,12,7,20,32
435,"Nature's Path Organic Heirloom Whole Grains Heritage Cereal, 32 oz (Pack of 6)",Other,cold cereal,5,2,2015,12,7,20,32
436,"Heartland Fruit & Nut Harvest Granola Cereal, 14 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
437,"Two Moms in the Raw Plain Grain Free Cereal, 14 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
438,"Barbara's Puffins Honey Rice Cereal, 10 oz (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
439,"Enjoy Life Perky's Crunchy Flax with Chia Cereal, 9 oz, (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
440,"Kellogg's Apple Jacks Cereal, 8.7 oz",Kellogg's,cold cereal,2,1,2015,12,7,20,32
441,"Van's Natural Foods Honey Nut Crunch Cereal, 11 oz, (Pack of 6)",Other,cold cereal,2,0,2015,12,7,20,32
442,"Nature's Path Whole O's Cereal, 11.5 oz, (Pack of 6)",Other,cold cereal,5,1,2015,12,7,20,32
443,"Barbara's Puffins Cereal, 10 oz (Pack of 6)",Other,cold cereal,5,1,2015,12,7,20,32
444,"Mornflake Jumbo Oats Cereal, 26 oz, (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
445,"Great Value Toasted Multi-Grain Spins Cereal, 16.2 oz",Other,cold cereal,5,0,2015,12,7,20,32
446,"Barbara's Puffins Original Cereal, 10 oz (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
447,"Nature's Path Organic Mesa Sunrise Cereal, 26.4 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
448,"Erewhon Organic Rice Twice 100% Whole Grain Cereal, 10 oz (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
449,"Barbara's Puffins Cinnamon Cereal, 10 oz (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
450,"Nature's Path Organic Sunrise Flakes Cereal, 10.6 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
451,"Barbara's Puffins Peanut Butter & Chocolate s Cereal, 10.5 oz (Pack of 12)",Other,cold cereal,3,4,2015,12,7,20,32
452,"Enjoy Life Perky's Crunchy Rice Cereal, 10 oz (Pack of 12)",Other,cold cereal,3,0,2015,12,7,20,32
453,"Heartland Granola Cereal Low Fat Raisin Cereal, 14 oz (Pack of 6)",Other,cold cereal,3,0,2015,12,7,20,32
454,Earths Best 39120-3pack Earths Best Multi Grain Cereal - 3x8 oz.,Other,cold cereal,5,3,2015,12,7,20,32
455,"Barbara's Bakery High Fiber Cranberry Cereal, 13 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
456,"Bear Naked Vanilla Almond Crunch Granola Cereal, 12 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
457,"Kashi GoLean Crunch! Multigrain Cluster Cereal, 13.8 oz, (Pack of 12)",Kashi,cold cereal,5,0,2015,12,7,20,32
458,"Cereal, Honey Almond, Gluten Free, 9.5 oz. (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
459,"Honey Bunches Of Oats Honey Roasted, 27 oz",Other,cold cereal,1,1,2015,12,7,20,32
460,"Barbara's Honest O's Multigrain Cereal, 9 oz, (Pack of 6)",Other,cold cereal,1,0,2015,12,7,20,32
461,"Nature's Path Organic Crunchy Maple Cereal, 10.6 oz (Pack of 6)",Other,cold cereal,1,0,2015,12,7,20,32
462,"Heartland Harvest Spice Granola Cereal, 14 oz (Pack of 6)",Other,cold cereal,1,0,2015,12,7,20,32
463,"Barbara's Blueberry Burst Shredded Minis Cereal, 13 oz (Pack of 6)",Other,cold cereal,1,0,2015,12,7,20,32
464,"Cereal, Apple Cinnamon, Gluten Free, 9.5 oz. (Pack of 6)",Other,cold cereal,1,0,2015,12,7,20,32
465,"Natures Path Cereal, Coconut Chia Granola, Chia Plus, 12. 34 Oz, Pack Of 6",Other,cold cereal,1,0,2015,12,7,20,32
466,"Barbara's Cinnamon Crunch Shredded Oats Cereal, 14 oz (Pack of 6)",Other,cold cereal,1,0,2015,12,7,20,32
467,"Nature's Path Organic Vanilla Almond Cereal, 11.5 oz (Pack of 6)",Other,cold cereal,1,0,2015,12,7,20,32
468,"Nature's Path Organic Qi'a Apple Cinnamon Chia, Buckwheat & Hemp Cereal, 7.9 oz, (Pack of 10)",Other,cold cereal,1,0,2015,12,7,20,32
469,Bulk Grains 100% 7 Grain Seed Mix Cereal Bulk 25 Lbs,Other,cold cereal,1,0,2015,12,7,20,32
470,"Nature's Path Organic Heritage Crunch Cereal, 14 oz, (Pack of 12)",Other,cold cereal,5,1,2015,12,7,20,32
471,"Barbara's Shredded Oats Cereal, 14 oz (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
472,"Barbara's Snackimals Vanilla Blast Organic Cereal, 9 oz, (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
473,"Arrowhead Mills Puffed Wheat Cereal, 6 oz, - Pack of 12",Other,cold cereal,5,0,2015,12,7,20,32
474,"Barbara's Organic Snackimals Cinnamon Crunch Cereal, 9 oz, (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
475,"Barbara's Multigrain Squarefuls Maple Brown Sugar Cereal, 12 oz, (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
476,"Nature Valley Cranberry Almond Protein Crunchy Granola, 11 oz",Other,cold cereal,5,3,2015,12,7,20,32
477,"Peace Cereal Mango Peach Passion Cereal, 10 oz, - Pack of 6",Other,cold cereal,5,0,2015,12,7,20,32
478,"Health Valley Organic Oat Bran Flakes Cereal, 12. 65 oz, - Pack of 6",Other,cold cereal,5,0,2015,12,7,20,32
479,"Nature Valley Oats 'n Dark Chocolate Protein Crunchy Granola, 11 oz",Other,cold cereal,5,12,2015,12,7,20,32
480,"Bear Naked Chocolate Elation 100% Natural Granola, 12 oz",Other,cold cereal,5,1,2015,12,7,20,32
481,"Quaker Old Fashioned Oatmeal, 42 oz",Other,cold cereal,4.5,298,2015,12,7,20,32
482,"Hospitality Toasted Oats Cereal, 18.2 oz",Other,cold cereal,4.5,3,2015,12,7,20,32
483,"***Discontinued***Malt-O-Meal: Cereal Frosted Mini Spooners, 43.5 Oz",Other,cold cereal,4.5,0,2015,12,7,20,32
484,"Hospitality Honey Nut Toasted Oats Cereal, 16.6 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
485,"Hospitality Frosted Flakes Cereal, 21. 7 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
486,"Hospitality Bunch O' Cinnamon Squares Cereal, 16.6 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
487,"Hospitality Magic Stars & Marshmallows Cereal, 14 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
488,"Cinnamon Toast Crunch Cereal, 2.0 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
489,"Hospitality Fruit Whirls Cereal, 16.6 oz",Other,cold cereal,5,1,2015,12,7,20,32
490,Bobs Red Mill BG11032 Bobs Red Mill Cereal Muesli - 1x25LB,Other,cold cereal,5,0,2015,12,7,20,32
491,"Kashi Cinnamon Harvest Cereal, 24 oz",Kashi,cold cereal,5,0,2015,12,7,20,32
492,"Honey Nut Cheerios Cereal, 1.8 oz",Cheerios,cold cereal,5,2,2015,12,7,20,32
493,"Post Alpha-Bits Cereal, 11.5 oz",Post,cold cereal,5,0,2015,12,7,20,32
494,"Oh's Honey Graham Cereal, 12 Oz",Other,cold cereal,3,1,2015,12,7,20,32
495,"Malt-O-Meal Frosted Mini Spooners Cereal, 36 oz",Other,cold cereal,5,3,2015,12,7,20,32
496,"Kellogg's Frosted Mini-Wheats Touch Of Fruit In The Middle Mixed Berry Cereal, 24 oz",Kellogg's,cold cereal,5,0,2015,12,7,20,32
497,"Malt-O-Meal Frosted Flakes Cereal, 56 oz",Other,cold cereal,5,1,2015,12,7,20,32
498,"Malt-O-Meal Frosted Mini Spooners Cereal, 7 oz",Other,cold cereal,5,0,2015,12,7,20,32
499,"Malt-O-Meal Fruity Dyno-Bites Cereal, 65 oz",Other,cold cereal,5,0,2015,12,7,20,32
500,"Lucky Charms Cereal, 1.7 oz",Other,cold cereal,4,1,2015,12,7,20,32
501,"Malt-O-Meal Honey Nut Scooters Cereal, 6 oz",Other,cold cereal,4,0,2015,12,7,20,32
502,"Malt-O-Meal Strawberry Cream Mini Spooners Cereal, 36 oz",Other,cold cereal,4,0,2015,12,7,20,32
503,"Cap'n Crunch Original Cereal, 1.51 oz",Other,cold cereal,4,0,2015,12,7,20,32
504,"Cap'n Crunch's Crunch Berries Cereal, 1.30 oz",Other,cold cereal,4,0,2015,12,7,20,32
505,"Malt-O-Meal Blueberry Mini Spooners Cereal, 36 oz",Other,cold cereal,4,0,2015,12,7,20,32
506,"Malt-O-Meal Cinnamon Toasters Cereal, 57 oz",Other,cold cereal,5,1,2015,12,7,20,32
507,"Malt-O-Meal Blueberry Mini Spooners Cereal, 18 oz",Other,cold cereal,5,0,2015,12,7,20,32
508,"Quaker High Fiber Maple And Brown Sugar Instant Oatmeal, 8ct",Other,cold cereal,3.5,28,2015,12,7,20,32
509,Cold Cereal,Other,cold cereal,3.5,0,2015,12,7,20,32
510,"Great Value Maple & Brown Sugar Instant Oatmeal, 20 count, 30.2 oz",Other,cold cereal,5,37,2015,12,7,20,32
511,"Nature Valley Oats 'n Honey Protein Granola, 11 oz",Other,cold cereal,4.5,18,2015,12,7,20,32
512,Cold Cereal,Other,cold cereal,4.5,0,2015,12,7,20,32
513,"Malt-O-Meal Marshmallow Mateys Family Size Cereal, 24 Oz",Other,cold cereal,4.5,0,2015,12,7,20,32
514,"Malt O Meal: Cereal Coco Roos Family Size, 24.7 Oz",Other,cold cereal,4.5,0,2015,12,7,20,32
515,"Kashi Golean Crunch! Protein & High Fiber Cereal, 25 oz",Kashi,cold cereal,4.5,0,2015,12,7,20,32
516,"Malt-O-Meal: Cereal Dyno-Bites Cocoa, 25.5 Oz",Other,cold cereal,4.5,0,2015,12,7,20,32
517,"Malt-O-Meal: Cereal Dyno-Bites Fruity, 25.5 Oz",Other,cold cereal,4.5,0,2015,12,7,20,32
518,"Trix Fruit Flavored Corn Puffs, 18.4 oz",Other,cold cereal,4.5,18,2015,12,7,20,32
519,"Trix Fruity Sweetened Corn Puffs, 10.7 oz",Other,cold cereal,4.5,18,2015,12,7,20,32
520,"Quaker Oats Old Fashioned Oats, 18 oz",Other,cold cereal,4,204,2015,12,7,20,32
521,"Cocoa Puffs Frosted Corn Puffs, 11.8 oz",Other,cold cereal,4.5,21,2015,12,7,20,32
522,"Chocolate Lucky Charms, 12 oz",Other,cold cereal,4.5,37,2015,12,7,20,32
523,"Cascadian Farm Organic Dark Chocolate Almond Granola, 13.25 oz (Pack of 6)",Other,cold cereal,5,1,2015,12,7,20,32
524,"Kellogg's Pop-Tarts Frosted Blue Raspberry Toaster Pastries, 8 count",Kellogg's,cold cereal,2,1,2015,12,7,20,32
525,"Bear Naked 100% Natural Honey Almond Granola, 11.2 oz",Other,cold cereal,4.5,8,2015,12,7,20,32
526,"Kashi Organic Promise Cocoa Coconut with Kamut Khorasan Wheat Granola, 11 oz",Kashi,cold cereal,4.5,0,2015,12,7,20,32
527,"Bob's Red Mill All Natural Whole Grain Granola, 12 oz (Pack of 4)",Other,cold cereal,4.5,0,2015,12,7,20,32
528,"Hodgson Mill Premium Steel Cut Oats, 18 oz, (Pack of 6)",Other,cold cereal,5,1,2015,12,7,20,32
529,"Sweet Home Farm Low-Fat Granola with Raisins, 20.5 oz (Pack of 8)",Other,cold cereal,4.5,2,2015,12,7,20,32
530,"Hodgson Mill Apples & More Muesli, 16 oz (Pack of 6)",Other,cold cereal,4,2,2015,12,7,20,32
531,"Udi's Au Naturel Granola, 13 oz (Pack of 6)",Other,cold cereal,4,0,2015,12,7,20,32
532,"Cascadian Farm Organic Chocolate Lover's Granola, 11.2 oz",Other,cold cereal,4,0,2015,12,7,20,32
533,"Kashi Organic Promise Cranberry, Spelt and Flax Granola, 11 oz",Kashi,cold cereal,4,0,2015,12,7,20,32
534,"Back to Nature Orange Crunch Granola Clusters, 11 oz, (Pack of 6)",Other,cold cereal,4,0,2015,12,7,20,32
535,"Back to Nature Apple Cinnamon Granola Clusters, 11 oz, (Pack of 6)",Other,cold cereal,4,0,2015,12,7,20,32
536,"Kellogg's Corn Pops Cereal-in-a-Cup, 12 pk",Kellogg's,cold cereal,4.5,31,2015,12,7,20,32
537,"Milk & Honey Granola, Blueberry Pecan, 16 oz. (Pack of 6)",Other,cold cereal,4.5,0,2015,12,7,20,32
538,"Nature Valley Blueberry Almond Protein Soft Baked Granola Bites, 8.4 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
539,"Nature Valley Honey Almond Protein Soft Baked Granola Bites, 8.4 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
540,"Bob's Red Mill Apple Blueberry Granola, 12 oz (Pack of 4)",Other,cold cereal,1,1,2015,12,7,20,32
541,"Nature Valley Blueberry Toasted Oats Muesli, 11 oz",Other,cold cereal,1,0,2015,12,7,20,32
542,"KIND Healthy Grains Clusters, Maple Quinoa Clusters with Chia Seeds, 11 Ounces, 6 Count",Other,cold cereal,1,0,2015,12,7,20,32
543,"Nature's Path Organic Maple Nut Hot Oatmeal, 14 oz, (Pack of 6)",Other,cold cereal,4,1,2015,12,7,20,32
544,"Bear Naked Fit Triple Berry Crunch Granola, 12 oz, (Pack of 6)",Other,cold cereal,4,0,2015,12,7,20,32
545,"Kashi 7 Whole Grain Honey Puffs, 9.3 oz, (Pack of 10)",Kashi,cold cereal,4,0,2015,12,7,20,32
546,"Love Crunch Dark Chocolate and Red Berries Granola, 11.5 oz",Other,cold cereal,5,3,2015,12,7,20,32
547,"Nature Valley Original Toasted Oats Muesli, 11 oz",Other,cold cereal,5,0,2015,12,7,20,32
548,"Nature's Path Organic Gluten Free Selections Honey Almond Granola, 11 oz, (Pack of 8)",Other,cold cereal,5,0,2015,12,7,20,32
549,"Bob's Red Mill Extra-Thick Whole Grain Rolled Oats, 32 oz (Pack of 4)",Other,cold cereal,5,4,2015,12,7,20,32
550,"Bob's Red Mill Gluten Free Honey Oat Granola, 12 oz, (Pack of 4)",Other,cold cereal,5,0,2015,12,7,20,32
551,"Eden Wakame, 2.1 oz, (Pack of 3)",Other,cold cereal,5,0,2015,12,7,20,32
552,"Nature's Path Organic Envirokidz Chocolate Choco Chimps, 10 oz (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
553,"Cascadian Farm Organic Ancient Grains Granola, 12.5 oz",Other,cold cereal,5,1,2015,12,7,20,32
554,"KIND Healthy Grains Banana Nut Clusters, 11 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
555,"Cascadian Farm Organic French Vanilla Almond Granola, 13 oz",Other,cold cereal,5,1,2015,12,7,20,32
556,"Eden Selected Umeboshi Paste, 7 oz",Other,cold cereal,5,0,2015,12,7,20,32
557,"Sam Mills Apple Cinnamon Granola Buckwheat & Millet, 12 oz",Other,cold cereal,5,1,2015,12,7,20,32
558,"Bob's Red Mill Apple Cinnamon Granola, 12 oz (Pack of 4)",Other,cold cereal,5,0,2015,12,7,20,32
559,"Larabar Renola Berry Grain Free Granola, 8 oz, (Pack of 9)",Other,cold cereal,5,0,2015,12,7,20,32
560,"Weetabix Whole Grain Biscuits, 7 oz (Pack of 12)",Other,cold cereal,5,3,2015,12,7,20,32
561,"KIND Healthy Grains Fruit & Nut Clusters, 11 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
562,"Nature's Path Organic Flax Plus Red Berry Crunch, 10.6 oz (Pack of 6)",Other,cold cereal,4,1,2015,12,7,20,32
563,"Humble Oats with Ambition Woats Nuts About Berries Oatsnack, 10 oz, (Pack of",Other,cold cereal,4,0,2015,12,7,20,32
564,"Eden Sushi Nori, .6 oz, (Pack of 3)",Other,cold cereal,4,0,2015,12,7,20,32
565,"Freedom Foods Ancient Grains Flakes, 12.3 oz, (Pack of 5)",Other,cold cereal,4,0,2015,12,7,20,32
566,"Freedom Foods Pro-Teen Crunch, 10.6 oz, (Pack of 5)",Other,cold cereal,4,0,2015,12,7,20,32
567,"Bob's Red Mill Gluten Free Apple Blueberry Granola, 12 oz, (Pack of 4)",Other,cold cereal,4,0,2015,12,7,20,32
568,"Humble Oats with Ambition Woats Peanut Butter Graham Slam Oatsnack, 10 oz, (Pack of 9)",Other,cold cereal,4,0,2015,12,7,20,32
569,"KIND Healthy Grains Raspberry Clusters with Chia Seeds, 11 oz, (Pack of 6)",Other,cold cereal,4,0,2015,12,7,20,32
570,"Humble Oats with Ambition Woats Cookies ?€?n?€? Dreams Oatsnack, 10 oz, (Pack of 9)",Other,cold cereal,4,0,2015,12,7,20,32
571,"Giddy Up & Go Notoriously Nutty Organic Granola, 11 oz, (Pack of 6)",Other,cold cereal,4,0,2015,12,7,20,32
572,"Alpen All Natural Original Muesli, 14 oz (Pack of 12)",Other,cold cereal,5,1,2015,12,7,20,32
573,"Eden Selected Umeboshi, 7 oz",Other,cold cereal,5,0,2015,12,7,20,32
574,"I M. Healthy Original Granola, 12 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
575,"I M. Healthy Apple Granola, 12 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
576,"Sweet Home Farm Honey Nut Granola with Almonds, 24 oz (Pack of 8)",Other,cold cereal,5,1,2015,12,7,20,32
577,"I M. Healthy Blueberry Granola, 12 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
578,"I M. Healthy Raisin & Cranberry Granola, 12 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
579,"Nature's Path Organic Chia Plus Coconut Chia Granola, 12.34 oz, (Pack of 6)",Other,cold cereal,5,1,2015,12,7,20,32
580,"Bear Naked Honey Almond Ganola, 11.2 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
581,"Familia Swiss Muesli, 32 oz (Pack of 6)",Other,cold cereal,5,1,2015,12,7,20,32
582,"Bob's Red Mill Honey Oat Granola, 12 oz (Pack of 4)",Other,cold cereal,5,0,2015,12,7,20,32
583,"Sweet Home Farm French Vanilla Granola with Almonds, 20.5 oz (Pack of 8)",Other,cold cereal,5,1,2015,12,7,20,32
584,"Alpen All Natural No Sugar Added Muesli, 14 oz (Pack of 12)",Other,cold cereal,4.5,2,2015,12,7,20,32
585,"Giddy Up & Go Seriously Seedy Organic Granola, 11 oz, (Pack of 6)",Other,cold cereal,5,1,2015,12,7,20,32
586,"Nature's Path Organic Envirokidz Cinnamon Jungle Munch, 10 oz (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
587,"Bear Naked Original Cinnamon Bearly Processed Granola, 11.2 oz",Other,cold cereal,5,0,2015,12,7,20,32
588,"Mother's Quick Cooking Barley, 11 oz, (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
589,"Familia Swiss Muesli, 32 oz (Pack of 6)",Other,cold cereal,3,2,2015,12,7,20,32
590,"Nature's Path Blueberry Cinnamon Flax Oatmeal, 8 count, 11.2 oz, (Pack of 6)",Other,cold cereal,3,0,2015,12,7,20,32
591,"Sweet Home Farm Maple Pecan Granola with Real Maple Syrup, 20.5 oz (Pack of 8)",Other,cold cereal,3,0,2015,12,7,20,32
592,"KIND Healthy Grains Maple Quinoa Clusters with Chia Seeds, 11 oz",Other,cold cereal,3,0,2015,12,7,20,32
593,"Bakery on Main Gourmet Naturals Gluten Free Nutty Cranberry Maple Granola, 12 oz, (Pack of 6)",Other,cold cereal,3,0,2015,12,7,20,32
594,"Bear Naked Banana Nut Granola, 12 oz, (Pack of 6)",Other,cold cereal,3,0,2015,12,7,20,32
595,"Bakery On Main Gourmet Naturals Fiber Power Triple Berry Granola, 12 oz (Pack of 6)",Other,cold cereal,5,2,2015,12,7,20,32
596,"Bakery on Main Gourmet Naturals Gluten Free Extreme Fruit & Nut Granola, 12 oz, (Pack of 6)",Other,cold cereal,5,1,2015,12,7,20,32
597,"Big Sky Bread Company Cranberry Almond Granola, 12 oz (Pack of 6)",Other,cold cereal,5,2,2015,12,7,20,32
598,"GlutenWize Triple Berry Granola, 12 oz, (Pack of 8)",Other,cold cereal,5,0,2015,12,7,20,32
599,"GlutenWize Fruit & Nut Granola, 12 oz (Pack of 8)",Other,cold cereal,5,0,2015,12,7,20,32
600,"GlutenWize Maple Granola, 12 oz, (Pack of 8)",Other,cold cereal,5,0,2015,12,7,20,32
601,"GlutenWize Chocolate Lover's Granola, 12 oz, (Pack of 8)",Other,cold cereal,5,0,2015,12,7,20,32
